Meldedatum;id;GKZ;Landkreis;"bestätigte Fälle";"Fälle vergangene 7-Tage";"7-Tagesinzidenz pro 100.000 Einwohner"
19.06.2020;462;03462;Wittmund;0;0;0
19.06.2020;457;03457;Leer;0;1;0.6
19.06.2020;451;03451;Ammerland;0;0;0
19.06.2020;355;03355;Lüneburg;0;1;0.5
19.06.2020;358;03358;Heidekreis;0;0;0
19.06.2020;405;03405;"Wilhelmshaven, Stadt";0;0;0
19.06.2020;452;03452;Aurich;0;0;0
19.06.2020;352;03352;Cuxhaven;0;17;8.6
19.06.2020;459;03459;Osnabrück;0;4;1.1
19.06.2020;256;03256;"Nienburg (Weser)";0;1;0.8
19.06.2020;461;03461;Wesermarsch;0;1;1.1
19.06.2020;361;03361;Verden;1;55;40.1
19.06.2020;103;03103;"Wolfsburg, Stadt";4;28;22.5
19.06.2020;159;03159;Göttingen;41;105;32.2
19.06.2020;458;03458;Oldenburg;1;0;0
19.06.2020;455;03455;Friesland;1;0;0
19.06.2020;151;03151;Gifhorn;2;6;3.4
19.06.2020;102;03102;"Salzgitter, Stadt";1;0;0
19.06.2020;353;03353;Harburg;1;7;2.8
19.06.2020;254;03254;Hildesheim;3;4;1.5
19.06.2020;155;03155;Northeim;6;6;4.5
19.06.2020;241;03241;"Hannover, Region";15;73;6.3
19.06.2020;404;03404;"Osnabrück, Stadt";1;3;1.8
20.06.2020;351;03351;Celle;0;1;0.6
20.06.2020;453;03453;Cloppenburg;0;0;0
20.06.2020;158;03158;Wolfenbüttel;0;0;0
20.06.2020;155;03155;Northeim;0;12;9.1
20.06.2020;157;03157;Peine;0;3;2.2
20.06.2020;402;03402;"Emden, Stadt";0;0;0
20.06.2020;360;03360;Uelzen;0;0;0
20.06.2020;405;03405;"Wilhelmshaven, Stadt";0;0;0
20.06.2020;451;03451;Ammerland;0;0;0
20.06.2020;356;03356;Osterholz;0;2;1.8
20.06.2020;252;03252;Hameln-Pyrmont;0;3;2
20.06.2020;353;03353;Harburg;0;6;2.4
20.06.2020;359;03359;Stade;0;1;0.5
20.06.2020;461;03461;Wesermarsch;0;1;1.1
20.06.2020;459;03459;Osnabrück;0;4;1.1
20.06.2020;153;03153;Goslar;0;3;2.2
20.06.2020;255;03255;Holzminden;0;0;0
20.06.2020;455;03455;Friesland;0;1;1
20.06.2020;460;03460;Vechta;0;8;5.6
20.06.2020;462;03462;Wittmund;0;0;0
20.06.2020;354;03354;Lüchow-Dannenberg;0;1;2.1
20.06.2020;256;03256;"Nienburg (Weser)";0;1;0.8
20.06.2020;401;03401;"Delmenhorst, Stadt";0;2;2.6
20.06.2020;352;03352;Cuxhaven;0;8;4
20.06.2020;403;03403;"Oldenburg (Oldb), Stadt";0;0;0
20.06.2020;457;03457;Leer;0;1;0.6
20.06.2020;357;03357;"Rotenburg (Wümme)";0;0;0
20.06.2020;358;03358;Heidekreis;0;0;0
20.06.2020;257;03257;Schaumburg;0;0;0
20.06.2020;404;03404;"Osnabrück, Stadt";0;3;1.8
20.06.2020;454;03454;Emsland;0;4;1.2
20.06.2020;456;03456;"Grafschaft Bentheim";0;0;0
20.06.2020;154;03154;Helmstedt;0;0;0
20.06.2020;151;03151;Gifhorn;0;8;4.5
20.06.2020;452;03452;Aurich;0;0;0
20.06.2020;355;03355;Lüneburg;0;0;0
20.06.2020;251;03251;Diepholz;0;8;3.7
20.06.2020;101;03101;"Braunschweig, Stadt";1;1;0.4
20.06.2020;102;03102;"Salzgitter, Stadt";4;1;1
20.06.2020;361;03361;Verden;1;28;20.4
20.06.2020;241;03241;"Hannover, Region";5;75;6.5
20.06.2020;103;03103;"Wolfsburg, Stadt";1;27;21.7
20.06.2020;159;03159;Göttingen;29;135;41.4
20.06.2020;254;03254;Hildesheim;1;6;2.2
20.06.2020;458;03458;Oldenburg;1;1;0.8
21.06.2020;153;03153;Goslar;0;3;2.2
21.06.2020;353;03353;Harburg;0;6;2.4
21.06.2020;359;03359;Stade;0;0;0
21.06.2020;361;03361;Verden;0;25;18.2
21.06.2020;403;03403;"Oldenburg (Oldb), Stadt";0;0;0
21.06.2020;102;03102;"Salzgitter, Stadt";0;5;4.8
21.06.2020;257;03257;Schaumburg;0;0;0
21.06.2020;462;03462;Wittmund;0;0;0
21.06.2020;157;03157;Peine;0;2;1.5
21.06.2020;357;03357;"Rotenburg (Wümme)";0;0;0
21.06.2020;461;03461;Wesermarsch;0;1;1.1
21.06.2020;460;03460;Vechta;0;2;1.4
21.06.2020;404;03404;"Osnabrück, Stadt";0;2;1.2
21.06.2020;358;03358;Heidekreis;0;0;0
21.06.2020;251;03251;Diepholz;0;8;3.7
21.06.2020;155;03155;Northeim;0;12;9.1
21.06.2020;256;03256;"Nienburg (Weser)";0;1;0.8
21.06.2020;459;03459;Osnabrück;0;1;0.3
21.06.2020;355;03355;Lüneburg;0;0;0
21.06.2020;356;03356;Osterholz;0;1;0.9
21.06.2020;402;03402;"Emden, Stadt";0;0;0
21.06.2020;101;03101;"Braunschweig, Stadt";0;2;0.8
21.06.2020;154;03154;Helmstedt;0;0;0
21.06.2020;457;03457;Leer;0;1;0.6
21.06.2020;455;03455;Friesland;0;1;1
21.06.2020;352;03352;Cuxhaven;0;8;4
21.06.2020;254;03254;Hildesheim;0;7;2.5
21.06.2020;151;03151;Gifhorn;0;8;4.5
21.06.2020;158;03158;Wolfenbüttel;0;0;0
21.06.2020;451;03451;Ammerland;0;0;0
21.06.2020;401;03401;"Delmenhorst, Stadt";0;2;2.6
21.06.2020;454;03454;Emsland;0;4;1.2
21.06.2020;351;03351;Celle;0;1;0.6
21.06.2020;405;03405;"Wilhelmshaven, Stadt";0;0;0
21.06.2020;103;03103;"Wolfsburg, Stadt";0;27;21.7
21.06.2020;354;03354;Lüchow-Dannenberg;0;1;2.1
21.06.2020;453;03453;Cloppenburg;0;0;0
21.06.2020;252;03252;Hameln-Pyrmont;0;3;2
21.06.2020;360;03360;Uelzen;0;0;0
21.06.2020;452;03452;Aurich;0;0;0
21.06.2020;456;03456;"Grafschaft Bentheim";0;0;0
21.06.2020;255;03255;Holzminden;0;0;0
21.06.2020;159;03159;Göttingen;8;158;48.5
21.06.2020;241;03241;"Hannover, Region";3;74;6.4
21.06.2020;458;03458;Oldenburg;1;2;1.5
22.06.2020;405;03405;"Wilhelmshaven, Stadt";0;0;0
22.06.2020;461;03461;Wesermarsch;0;1;1.1
22.06.2020;157;03157;Peine;0;2;1.5
22.06.2020;402;03402;"Emden, Stadt";0;0;0
22.06.2020;354;03354;Lüchow-Dannenberg;0;0;0
22.06.2020;460;03460;Vechta;0;2;1.4
22.06.2020;462;03462;Wittmund;0;0;0
22.06.2020;360;03360;Uelzen;0;0;0
22.06.2020;158;03158;Wolfenbüttel;0;0;0
22.06.2020;452;03452;Aurich;0;0;0
22.06.2020;151;03151;Gifhorn;0;7;4
22.06.2020;355;03355;Lüneburg;0;0;0
22.06.2020;257;03257;Schaumburg;0;0;0
22.06.2020;102;03102;"Salzgitter, Stadt";0;5;4.8
22.06.2020;154;03154;Helmstedt;0;0;0
22.06.2020;252;03252;Hameln-Pyrmont;0;3;2
22.06.2020;457;03457;Leer;0;1;0.6
22.06.2020;103;03103;"Wolfsburg, Stadt";0;27;21.7
22.06.2020;456;03456;"Grafschaft Bentheim";0;0;0
22.06.2020;401;03401;"Delmenhorst, Stadt";0;2;2.6
22.06.2020;353;03353;Harburg;0;6;2.4
22.06.2020;459;03459;Osnabrück;0;1;0.3
22.06.2020;155;03155;Northeim;0;12;9.1
22.06.2020;357;03357;"Rotenburg (Wümme)";0;0;0
22.06.2020;454;03454;Emsland;0;3;0.9
22.06.2020;403;03403;"Oldenburg (Oldb), Stadt";0;0;0
22.06.2020;361;03361;Verden;0;25;18.2
22.06.2020;458;03458;Oldenburg;0;3;2.3
22.06.2020;404;03404;"Osnabrück, Stadt";0;2;1.2
22.06.2020;356;03356;Osterholz;0;1;0.9
22.06.2020;255;03255;Holzminden;0;0;0
22.06.2020;254;03254;Hildesheim;0;7;2.5
22.06.2020;453;03453;Cloppenburg;0;0;0
22.06.2020;256;03256;"Nienburg (Weser)";0;1;0.8
22.06.2020;455;03455;Friesland;0;1;1
22.06.2020;351;03351;Celle;0;1;0.6
22.06.2020;153;03153;Goslar;0;3;2.2
22.06.2020;451;03451;Ammerland;1;0;0
22.06.2020;241;03241;"Hannover, Region";4;74;6.4
22.06.2020;101;03101;"Braunschweig, Stadt";1;2;0.8
22.06.2020;358;03358;Heidekreis;1;0;0
22.06.2020;251;03251;Diepholz;1;8;3.7
22.06.2020;359;03359;Stade;1;0;0
22.06.2020;159;03159;Göttingen;6;159;48.8
22.06.2020;352;03352;Cuxhaven;1;8;4
23.06.2020;405;03405;"Wilhelmshaven, Stadt";0;0;0
23.06.2020;256;03256;"Nienburg (Weser)";0;1;0.8
23.06.2020;461;03461;Wesermarsch;0;1;1.1
23.06.2020;257;03257;Schaumburg;0;0;0
23.06.2020;153;03153;Goslar;0;3;2.2
23.06.2020;455;03455;Friesland;0;1;1
23.06.2020;460;03460;Vechta;0;2;1.4
23.06.2020;462;03462;Wittmund;0;0;0
23.06.2020;355;03355;Lüneburg;0;0;0
23.06.2020;403;03403;"Oldenburg (Oldb), Stadt";0;0;0
23.06.2020;457;03457;Leer;0;1;0.6
23.06.2020;358;03358;Heidekreis;0;1;0.7
23.06.2020;360;03360;Uelzen;0;0;0
23.06.2020;102;03102;"Salzgitter, Stadt";0;5;4.8
23.06.2020;452;03452;Aurich;0;0;0
23.06.2020;356;03356;Osterholz;0;1;0.9
23.06.2020;456;03456;"Grafschaft Bentheim";0;0;0
23.06.2020;359;03359;Stade;0;1;0.5
23.06.2020;451;03451;Ammerland;0;1;0.8
23.06.2020;402;03402;"Emden, Stadt";0;0;0
23.06.2020;158;03158;Wolfenbüttel;0;0;0
23.06.2020;154;03154;Helmstedt;0;0;0
23.06.2020;151;03151;Gifhorn;0;4;2.3
23.06.2020;454;03454;Emsland;0;3;0.9
23.06.2020;155;03155;Northeim;0;10;7.6
23.06.2020;357;03357;"Rotenburg (Wümme)";0;0;0
23.06.2020;354;03354;Lüchow-Dannenberg;0;0;0
23.06.2020;255;03255;Holzminden;0;0;0
23.06.2020;351;03351;Celle;0;1;0.6
23.06.2020;352;03352;Cuxhaven;2;8;4
23.06.2020;353;03353;Harburg;2;6;2.4
23.06.2020;459;03459;Osnabrück;2;0;0
23.06.2020;458;03458;Oldenburg;11;3;2.3
23.06.2020;361;03361;Verden;1;24;17.5
23.06.2020;159;03159;Göttingen;20;158;48.5
23.06.2020;254;03254;Hildesheim;6;7;2.5
23.06.2020;101;03101;"Braunschweig, Stadt";1;3;1.2
23.06.2020;103;03103;"Wolfsburg, Stadt";1;23;18.5
23.06.2020;157;03157;Peine;1;2;1.5
23.06.2020;241;03241;"Hannover, Region";8;67;5.8
23.06.2020;453;03453;Cloppenburg;4;0;0
23.06.2020;251;03251;Diepholz;1;2;0.9
23.06.2020;401;03401;"Delmenhorst, Stadt";8;2;2.6
23.06.2020;404;03404;"Osnabrück, Stadt";1;2;1.2
23.06.2020;252;03252;Hameln-Pyrmont;2;3;2
24.06.2020;457;03457;Leer;0;1;0.6
24.06.2020;153;03153;Goslar;0;2;1.5
24.06.2020;357;03357;"Rotenburg (Wümme)";0;0;0
24.06.2020;151;03151;Gifhorn;0;3;1.7
24.06.2020;351;03351;Celle;0;1;0.6
24.06.2020;255;03255;Holzminden;0;0;0
24.06.2020;454;03454;Emsland;0;2;0.6
24.06.2020;101;03101;"Braunschweig, Stadt";0;4;1.6
24.06.2020;405;03405;"Wilhelmshaven, Stadt";0;0;0
24.06.2020;102;03102;"Salzgitter, Stadt";0;5;4.8
24.06.2020;103;03103;"Wolfsburg, Stadt";0;19;15.3
24.06.2020;462;03462;Wittmund;0;0;0
24.06.2020;257;03257;Schaumburg;0;0;0
24.06.2020;359;03359;Stade;0;1;0.5
24.06.2020;361;03361;Verden;0;15;10.9
24.06.2020;456;03456;"Grafschaft Bentheim";0;0;0
24.06.2020;354;03354;Lüchow-Dannenberg;0;0;0
24.06.2020;360;03360;Uelzen;0;0;0
24.06.2020;451;03451;Ammerland;0;1;0.8
24.06.2020;452;03452;Aurich;0;0;0
24.06.2020;254;03254;Hildesheim;0;11;4
24.06.2020;157;03157;Peine;0;2;1.5
24.06.2020;455;03455;Friesland;0;1;1
24.06.2020;453;03453;Cloppenburg;0;4;2.3
24.06.2020;461;03461;Wesermarsch;0;1;1.1
24.06.2020;403;03403;"Oldenburg (Oldb), Stadt";0;0;0
24.06.2020;355;03355;Lüneburg;0;0;0
24.06.2020;252;03252;Hameln-Pyrmont;0;2;1.3
24.06.2020;402;03402;"Emden, Stadt";0;0;0
24.06.2020;158;03158;Wolfenbüttel;0;0;0
24.06.2020;356;03356;Osterholz;0;1;0.9
24.06.2020;358;03358;Heidekreis;0;1;0.7
24.06.2020;154;03154;Helmstedt;0;0;0
24.06.2020;404;03404;"Osnabrück, Stadt";0;3;1.8
24.06.2020;155;03155;Northeim;1;10;7.6
24.06.2020;353;03353;Harburg;1;4;1.6
24.06.2020;241;03241;"Hannover, Region";6;54;4.7
24.06.2020;459;03459;Osnabrück;1;2;0.6
24.06.2020;159;03159;Göttingen;6;170;52.1
24.06.2020;352;03352;Cuxhaven;1;8;4
24.06.2020;256;03256;"Nienburg (Weser)";1;1;0.8
24.06.2020;460;03460;Vechta;1;2;1.4
24.06.2020;458;03458;Oldenburg;7;14;10.7
24.06.2020;401;03401;"Delmenhorst, Stadt";2;10;12.9
24.06.2020;251;03251;Diepholz;7;3;1.4
25.06.2020;453;03453;Cloppenburg;0;4;2.3
25.06.2020;103;03103;"Wolfsburg, Stadt";0;18;14.5
25.06.2020;451;03451;Ammerland;0;1;0.8
25.06.2020;405;03405;"Wilhelmshaven, Stadt";0;0;0
25.06.2020;157;03157;Peine;0;1;0.7
25.06.2020;252;03252;Hameln-Pyrmont;0;2;1.3
25.06.2020;254;03254;Hildesheim;0;11;4
25.06.2020;455;03455;Friesland;0;1;1
25.06.2020;158;03158;Wolfenbüttel;0;0;0
25.06.2020;461;03461;Wesermarsch;0;1;1.1
25.06.2020;257;03257;Schaumburg;0;0;0
25.06.2020;457;03457;Leer;0;0;0
25.06.2020;353;03353;Harburg;0;4;1.6
25.06.2020;355;03355;Lüneburg;0;0;0
25.06.2020;354;03354;Lüchow-Dannenberg;0;0;0
25.06.2020;255;03255;Holzminden;0;0;0
25.06.2020;358;03358;Heidekreis;0;1;0.7
25.06.2020;351;03351;Celle;0;0;0
25.06.2020;154;03154;Helmstedt;0;0;0
25.06.2020;357;03357;"Rotenburg (Wümme)";0;0;0
25.06.2020;462;03462;Wittmund;0;0;0
25.06.2020;153;03153;Goslar;0;0;0
25.06.2020;361;03361;Verden;0;4;2.9
25.06.2020;452;03452;Aurich;0;0;0
25.06.2020;360;03360;Uelzen;0;0;0
25.06.2020;402;03402;"Emden, Stadt";0;0;0
25.06.2020;159;03159;Göttingen;0;163;50
25.06.2020;456;03456;"Grafschaft Bentheim";0;0;0
25.06.2020;352;03352;Cuxhaven;1;7;3.5
25.06.2020;454;03454;Emsland;3;2;0.6
25.06.2020;151;03151;Gifhorn;1;2;1.1
25.06.2020;458;03458;Oldenburg;13;21;16
25.06.2020;251;03251;Diepholz;1;9;4.1
25.06.2020;241;03241;"Hannover, Region";3;51;4.4
25.06.2020;102;03102;"Salzgitter, Stadt";1;5;4.8
25.06.2020;356;03356;Osterholz;1;0;0
25.06.2020;359;03359;Stade;1;1;0.5
25.06.2020;403;03403;"Oldenburg (Oldb), Stadt";4;0;0
25.06.2020;459;03459;Osnabrück;1;3;0.8
25.06.2020;460;03460;Vechta;1;1;0.7
25.06.2020;101;03101;"Braunschweig, Stadt";1;4;1.6
25.06.2020;404;03404;"Osnabrück, Stadt";4;2;1.2
25.06.2020;401;03401;"Delmenhorst, Stadt";2;10;12.9
25.06.2020;256;03256;"Nienburg (Weser)";1;1;0.8
25.06.2020;155;03155;Northeim;2;7;5.3
26.06.2020;154;03154;Helmstedt;0;0;0
26.06.2020;101;03101;"Braunschweig, Stadt";0;4;1.6
26.06.2020;252;03252;Hameln-Pyrmont;0;2;1.3
26.06.2020;459;03459;Osnabrück;0;4;1.1
26.06.2020;257;03257;Schaumburg;0;0;0
26.06.2020;353;03353;Harburg;0;4;1.6
26.06.2020;457;03457;Leer;0;0;0
26.06.2020;155;03155;Northeim;0;9;6.8
26.06.2020;358;03358;Heidekreis;0;1;0.7
26.06.2020;404;03404;"Osnabrück, Stadt";0;6;3.6
26.06.2020;402;03402;"Emden, Stadt";0;0;0
26.06.2020;352;03352;Cuxhaven;0;5;2.5
26.06.2020;153;03153;Goslar;0;0;0
26.06.2020;360;03360;Uelzen;0;0;0
26.06.2020;354;03354;Lüchow-Dannenberg;0;0;0
26.06.2020;356;03356;Osterholz;0;1;0.9
26.06.2020;405;03405;"Wilhelmshaven, Stadt";0;0;0
26.06.2020;251;03251;Diepholz;0;10;4.6
26.06.2020;102;03102;"Salzgitter, Stadt";0;6;5.8
26.06.2020;455;03455;Friesland;0;1;1
26.06.2020;351;03351;Celle;0;0;0
26.06.2020;151;03151;Gifhorn;0;3;1.7
26.06.2020;453;03453;Cloppenburg;0;4;2.3
26.06.2020;452;03452;Aurich;0;0;0
26.06.2020;456;03456;"Grafschaft Bentheim";0;0;0
26.06.2020;460;03460;Vechta;0;2;1.4
26.06.2020;451;03451;Ammerland;0;1;0.8
26.06.2020;158;03158;Wolfenbüttel;0;0;0
26.06.2020;361;03361;Verden;0;3;2.2
26.06.2020;255;03255;Holzminden;0;0;0
26.06.2020;157;03157;Peine;0;1;0.7
26.06.2020;454;03454;Emsland;0;3;0.9
26.06.2020;462;03462;Wittmund;0;0;0
26.06.2020;355;03355;Lüneburg;0;0;0
26.06.2020;359;03359;Stade;1;2;1
26.06.2020;254;03254;Hildesheim;1;10;3.6
26.06.2020;401;03401;"Delmenhorst, Stadt";7;12;15.5
26.06.2020;159;03159;Göttingen;5;110;33.7
26.06.2020;357;03357;"Rotenburg (Wümme)";1;0;0
26.06.2020;458;03458;Oldenburg;15;34;26
26.06.2020;103;03103;"Wolfsburg, Stadt";2;6;4.8
26.06.2020;403;03403;"Oldenburg (Oldb), Stadt";2;4;2.4
26.06.2020;241;03241;"Hannover, Region";2;44;3.8
26.06.2020;256;03256;"Nienburg (Weser)";2;2;1.6
26.06.2020;461;03461;Wesermarsch;1;0;0
27.06.2020;453;03453;Cloppenburg;0;4;2.3
27.06.2020;154;03154;Helmstedt;0;0;0
27.06.2020;256;03256;"Nienburg (Weser)";0;4;3.3
27.06.2020;451;03451;Ammerland;0;1;0.8
27.06.2020;403;03403;"Oldenburg (Oldb), Stadt";0;6;3.5
27.06.2020;459;03459;Osnabrück;0;4;1.1
27.06.2020;462;03462;Wittmund;0;0;0
27.06.2020;352;03352;Cuxhaven;0;5;2.5
27.06.2020;359;03359;Stade;0;3;1.5
27.06.2020;353;03353;Harburg;0;3;1.2
27.06.2020;255;03255;Holzminden;0;0;0
27.06.2020;257;03257;Schaumburg;0;0;0
27.06.2020;351;03351;Celle;0;0;0
27.06.2020;153;03153;Goslar;0;0;0
27.06.2020;158;03158;Wolfenbüttel;0;0;0
27.06.2020;454;03454;Emsland;0;3;0.9
27.06.2020;355;03355;Lüneburg;0;0;0
27.06.2020;404;03404;"Osnabrück, Stadt";0;5;3
27.06.2020;461;03461;Wesermarsch;0;1;1.1
27.06.2020;241;03241;"Hannover, Region";0;31;2.7
27.06.2020;356;03356;Osterholz;0;1;0.9
27.06.2020;460;03460;Vechta;0;2;1.4
27.06.2020;157;03157;Peine;0;1;0.7
27.06.2020;358;03358;Heidekreis;0;1;0.7
27.06.2020;452;03452;Aurich;0;0;0
27.06.2020;402;03402;"Emden, Stadt";0;0;0
27.06.2020;254;03254;Hildesheim;0;8;2.9
27.06.2020;405;03405;"Wilhelmshaven, Stadt";0;0;0
27.06.2020;456;03456;"Grafschaft Bentheim";0;0;0
27.06.2020;354;03354;Lüchow-Dannenberg;0;0;0
27.06.2020;252;03252;Hameln-Pyrmont;0;2;1.3
27.06.2020;455;03455;Friesland;0;0;0
27.06.2020;457;03457;Leer;0;0;0
27.06.2020;251;03251;Diepholz;0;10;4.6
27.06.2020;360;03360;Uelzen;0;0;0
27.06.2020;155;03155;Northeim;0;3;2.3
27.06.2020;103;03103;"Wolfsburg, Stadt";0;4;3.2
27.06.2020;151;03151;Gifhorn;1;1;0.6
27.06.2020;361;03361;Verden;1;2;1.5
27.06.2020;357;03357;"Rotenburg (Wümme)";1;1;0.6
27.06.2020;101;03101;"Braunschweig, Stadt";1;4;1.6
27.06.2020;458;03458;Oldenburg;2;48;36.7
27.06.2020;401;03401;"Delmenhorst, Stadt";1;19;24.5
27.06.2020;102;03102;"Salzgitter, Stadt";2;5;4.8
27.06.2020;159;03159;Göttingen;20;74;22.7
28.06.2020;452;03452;Aurich;0;0;0
28.06.2020;402;03402;"Emden, Stadt";0;0;0
28.06.2020;352;03352;Cuxhaven;0;5;2.5
28.06.2020;154;03154;Helmstedt;0;0;0
28.06.2020;361;03361;Verden;0;2;1.5
28.06.2020;460;03460;Vechta;0;2;1.4
28.06.2020;155;03155;Northeim;0;3;2.3
28.06.2020;357;03357;"Rotenburg (Wümme)";0;2;1.2
28.06.2020;256;03256;"Nienburg (Weser)";0;4;3.3
28.06.2020;360;03360;Uelzen;0;0;0
28.06.2020;358;03358;Heidekreis;0;1;0.7
28.06.2020;458;03458;Oldenburg;0;49;37.4
28.06.2020;351;03351;Celle;0;0;0
28.06.2020;456;03456;"Grafschaft Bentheim";0;0;0
28.06.2020;404;03404;"Osnabrück, Stadt";0;5;3
28.06.2020;255;03255;Holzminden;0;0;0
28.06.2020;151;03151;Gifhorn;0;2;1.1
28.06.2020;153;03153;Goslar;0;0;0
28.06.2020;455;03455;Friesland;0;0;0
28.06.2020;356;03356;Osterholz;0;1;0.9
28.06.2020;102;03102;"Salzgitter, Stadt";0;3;2.9
28.06.2020;101;03101;"Braunschweig, Stadt";0;4;1.6
28.06.2020;405;03405;"Wilhelmshaven, Stadt";0;0;0
28.06.2020;462;03462;Wittmund;0;0;0
28.06.2020;103;03103;"Wolfsburg, Stadt";0;3;2.4
28.06.2020;353;03353;Harburg;0;3;1.2
28.06.2020;354;03354;Lüchow-Dannenberg;0;0;0
28.06.2020;355;03355;Lüneburg;0;0;0
28.06.2020;158;03158;Wolfenbüttel;0;0;0
28.06.2020;457;03457;Leer;0;0;0
28.06.2020;251;03251;Diepholz;0;10;4.6
28.06.2020;254;03254;Hildesheim;0;7;2.5
28.06.2020;257;03257;Schaumburg;0;0;0
28.06.2020;453;03453;Cloppenburg;0;4;2.3
28.06.2020;459;03459;Osnabrück;0;4;1.1
28.06.2020;451;03451;Ammerland;0;1;0.8
28.06.2020;461;03461;Wesermarsch;0;1;1.1
28.06.2020;359;03359;Stade;0;3;1.5
28.06.2020;252;03252;Hameln-Pyrmont;0;2;1.3
28.06.2020;157;03157;Peine;0;1;0.7
28.06.2020;454;03454;Emsland;3;3;0.9
28.06.2020;403;03403;"Oldenburg (Oldb), Stadt";1;6;3.5
28.06.2020;159;03159;Göttingen;3;65;19.9
28.06.2020;401;03401;"Delmenhorst, Stadt";5;20;25.8
28.06.2020;241;03241;"Hannover, Region";2;26;2.2
29.06.2020;351;03351;Celle;0;0;0
29.06.2020;355;03355;Lüneburg;0;0;0
29.06.2020;402;03402;"Emden, Stadt";0;0;0
29.06.2020;103;03103;"Wolfsburg, Stadt";0;3;2.4
29.06.2020;356;03356;Osterholz;0;1;0.9
29.06.2020;154;03154;Helmstedt;0;0;0
29.06.2020;455;03455;Friesland;0;0;0
29.06.2020;101;03101;"Braunschweig, Stadt";0;4;1.6
29.06.2020;359;03359;Stade;0;3;1.5
29.06.2020;357;03357;"Rotenburg (Wümme)";0;2;1.2
29.06.2020;360;03360;Uelzen;0;0;0
29.06.2020;354;03354;Lüchow-Dannenberg;0;0;0
29.06.2020;151;03151;Gifhorn;0;2;1.1
29.06.2020;401;03401;"Delmenhorst, Stadt";0;25;32.2
29.06.2020;453;03453;Cloppenburg;0;4;2.3
29.06.2020;457;03457;Leer;0;0;0
29.06.2020;454;03454;Emsland;0;6;1.8
29.06.2020;157;03157;Peine;0;1;0.7
29.06.2020;254;03254;Hildesheim;0;7;2.5
29.06.2020;452;03452;Aurich;0;0;0
29.06.2020;461;03461;Wesermarsch;0;1;1.1
29.06.2020;456;03456;"Grafschaft Bentheim";0;0;0
29.06.2020;361;03361;Verden;0;2;1.5
29.06.2020;158;03158;Wolfenbüttel;0;0;0
29.06.2020;257;03257;Schaumburg;0;0;0
29.06.2020;403;03403;"Oldenburg (Oldb), Stadt";0;7;4.1
29.06.2020;358;03358;Heidekreis;0;1;0.7
29.06.2020;255;03255;Holzminden;0;0;0
29.06.2020;462;03462;Wittmund;0;0;0
29.06.2020;405;03405;"Wilhelmshaven, Stadt";1;0;0
29.06.2020;102;03102;"Salzgitter, Stadt";3;3;2.9
29.06.2020;153;03153;Goslar;2;0;0
29.06.2020;353;03353;Harburg;1;3;1.2
29.06.2020;459;03459;Osnabrück;1;4;1.1
29.06.2020;256;03256;"Nienburg (Weser)";1;4;3.3
29.06.2020;404;03404;"Osnabrück, Stadt";2;5;3
29.06.2020;458;03458;Oldenburg;1;48;36.7
29.06.2020;252;03252;Hameln-Pyrmont;1;2;1.3
29.06.2020;159;03159;Göttingen;6;60;18.4
29.06.2020;251;03251;Diepholz;2;10;4.6
29.06.2020;352;03352;Cuxhaven;1;5;2.5
29.06.2020;155;03155;Northeim;4;3;2.3
29.06.2020;241;03241;"Hannover, Region";2;25;2.2
29.06.2020;460;03460;Vechta;3;2;1.4
29.06.2020;451;03451;Ammerland;1;1;0.8
30.06.2020;457;03457;Leer;0;0;0
30.06.2020;257;03257;Schaumburg;0;0;0
30.06.2020;351;03351;Celle;0;0;0
30.06.2020;403;03403;"Oldenburg (Oldb), Stadt";0;7;4.1
30.06.2020;256;03256;"Nienburg (Weser)";0;5;4.1
30.06.2020;157;03157;Peine;0;1;0.7
30.06.2020;461;03461;Wesermarsch;0;1;1.1
30.06.2020;255;03255;Holzminden;0;0;0
30.06.2020;404;03404;"Osnabrück, Stadt";0;7;4.2
30.06.2020;402;03402;"Emden, Stadt";0;0;0
30.06.2020;354;03354;Lüchow-Dannenberg;0;0;0
30.06.2020;451;03451;Ammerland;0;1;0.8
30.06.2020;155;03155;Northeim;0;7;5.3
30.06.2020;358;03358;Heidekreis;0;0;0
30.06.2020;355;03355;Lüneburg;0;0;0
30.06.2020;252;03252;Hameln-Pyrmont;0;3;2
30.06.2020;453;03453;Cloppenburg;0;4;2.3
30.06.2020;359;03359;Stade;0;2;1
30.06.2020;102;03102;"Salzgitter, Stadt";0;6;5.8
30.06.2020;462;03462;Wittmund;0;0;0
30.06.2020;103;03103;"Wolfsburg, Stadt";0;3;2.4
30.06.2020;353;03353;Harburg;0;4;1.6
30.06.2020;456;03456;"Grafschaft Bentheim";0;0;0
30.06.2020;455;03455;Friesland;0;0;0
30.06.2020;454;03454;Emsland;0;6;1.8
30.06.2020;361;03361;Verden;0;2;1.5
30.06.2020;360;03360;Uelzen;0;0;0
30.06.2020;154;03154;Helmstedt;0;0;0
30.06.2020;158;03158;Wolfenbüttel;0;0;0
30.06.2020;452;03452;Aurich;0;0;0
30.06.2020;405;03405;"Wilhelmshaven, Stadt";0;1;1.3
30.06.2020;356;03356;Osterholz;1;1;0.9
30.06.2020;159;03159;Göttingen;2;60;18.4
30.06.2020;153;03153;Goslar;1;2;1.5
30.06.2020;458;03458;Oldenburg;1;49;37.4
30.06.2020;459;03459;Osnabrück;1;5;1.4
