id;GKZ;Landkreis;"bestätigte Fälle";"Fälle pro 100.000 Einwohner";"Änderung zum Vortag";"verstorbene Fälle";"verstorbene Fälle Änderung zum Vortag";"Fälle pro Fläche (pro 100 km²)";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner"
451;03451;Ammerland;2673;2140.8;12;55;0;365.84;133;106.5
452;03452;Aurich;2993;1577.8;2;48;0;232.49;138;72.7
101;03101;"Braunschweig, Stadt";5372;2153.9;10;160;0;2787.75;288;115.5
351;03351;Celle;4027;2249.6;0;60;0;259.67;214;119.5
453;03453;Cloppenburg;9731;5701.2;35;146;0;685.11;322;188.7
352;03352;Cuxhaven;4114;2077.4;3;161;0;199.81;155;78.3
401;03401;"Delmenhorst, Stadt";2869;3699.1;0;62;0;4594.08;146;188.2
251;03251;Diepholz;5713;2631.6;0;89;0;286.94;250;115.2
402;03402;"Emden, Stadt";873;1749;0;7;0;777.11;70;140.2
454;03454;Emsland;11192;3423.1;57;161;0;388.12;526;160.9
455;03455;Friesland;1441;1459.9;2;40;0;236.41;60;60.8
151;03151;Gifhorn;5163;2924.8;2;169;0;329.39;218;123.5
153;03153;Goslar;2166;1589.2;27;107;0;224.06;142;104.2
456;03456;"Grafschaft Bentheim";4494;3276.4;29;110;0;457.74;188;137.1
159;03159;Göttingen;6780;2079.5;0;234;0;386.23;287;88
252;03252;Hameln-Pyrmont;3704;2493.5;9;93;1;464.43;154;103.7
241;03241;"Hannover, Region";41821;3614.2;120;935;1;1820.58;1736;150
353;03353;Harburg;5799;2279.2;4;102;1;464.5;208;81.8
358;03358;Heidekreis;2903;2063.7;0;97;0;154.3;161;114.4
154;03154;Helmstedt;2102;2302.4;6;87;0;310.88;105;115
254;03254;Hildesheim;7662;2777.9;10;267;0;634.1;266;96.4
255;03255;Holzminden;1342;1904.7;0;56;0;193.3;67;95.1
457;03457;Leer;3813;2233;2;49;0;351.2;241;141.1
354;03354;Lüchow-Dannenberg;652;1346.8;0;23;0;53.13;30;62
355;03355;Lüneburg;2853;1549.4;0;51;0;214.87;171;92.9
256;03256;"Nienburg (Weser)";3200;2636.1;8;141;0;228.44;136;112
155;03155;Northeim;1930;1459;0;40;0;152.12;83;62.7
458;03458;Oldenburg;4392;3355.5;39;110;0;412.46;145;110.8
403;03403;"Oldenburg (Oldb), Stadt";3571;2112.1;4;44;0;3463.96;191;113
459;03459;Osnabrück;13722;3832.1;27;282;1;646.71;437;122
404;03404;"Osnabrück, Stadt";6425;3888;19;91;0;5363.11;281;170
356;03356;Osterholz;2351;2063.6;2;57;0;360.21;105;92.2
157;03157;Peine;4657;3454.7;8;96;0;868.03;268;198.8
357;03357;"Rotenburg (Wümme)";3284;2005.1;42;80;0;158.28;144;87.9
102;03102;"Salzgitter, Stadt";4272;4096.2;14;62;0;1902.98;327;313.5
257;03257;Schaumburg;4017;2545.3;4;62;0;594.54;217;137.5
359;03359;Stade;4210;2058.6;0;109;0;332.18;255;124.7
360;03360;Uelzen;1974;2136.6;0;106;0;134.97;107;115.8
460;03460;Vechta;7457;5221.5;49;81;0;915.87;439;307.4
361;03361;Verden;3375;2461.1;0;50;0;427.58;146;106.5
461;03461;Wesermarsch;2899;3272.6;0;102;0;351.49;110;124.2
405;03405;"Wilhelmshaven, Stadt";1643;2159.3;0;45;0;1534.51;65;85.4
462;03462;Wittmund;1100;1932.3;0;32;0;167.46;68;119.5
158;03158;Wolfenbüttel;2384;1992.9;30;91;0;329.15;162;135.4
103;03103;"Wolfsburg, Stadt";3080;2476.5;23;77;0;1505.3;210;168.8
