id;GKZ;Landkreis;"bestätigte Fälle";"Fälle pro 100.000 Einwohner";"Änderung zum Vortag";"verstorbene Fälle";"verstorbene Fälle Änderung zum Vortag";"Fälle pro Fläche (pro 100 km²)";"Fälle vergangene 7 Tage";"Fälle vergangene 7 Tage pro 100.000 Einwohner"
451;03451;Ammerland;2402;1923.8;3;53;0;328.75;109;87.3
452;03452;Aurich;2674;1409.6;31;46;0;207.71;163;85.9
101;03101;"Braunschweig, Stadt";4820;1932.6;44;145;0;2501.3;241;96.6
351;03351;Celle;3573;1996;27;55;0;230.39;204;114
453;03453;Cloppenburg;8912;5221.4;47;138;0;627.45;366;214.4
352;03352;Cuxhaven;3748;1892.6;26;156;0;182.03;166;83.8
401;03401;"Delmenhorst, Stadt";2631;3392.3;21;60;0;4212.97;117;150.9
251;03251;Diepholz;5214;2401.8;43;89;0;261.88;179;82.5
402;03402;"Emden, Stadt";752;1506.6;10;7;0;669.4;43;86.1
454;03454;Emsland;9939;3039.9;0;151;0;344.67;425;130
455;03455;Friesland;1310;1327.2;2;37;0;214.92;51;51.7
151;03151;Gifhorn;4646;2632;60;167;0;296.4;284;160.9
153;03153;Goslar;1933;1418.3;6;106;0;199.95;74;54.3
456;03456;"Grafschaft Bentheim";4163;3035.1;25;110;0;424.02;102;74.4
159;03159;Göttingen;6218;1907.1;29;220;1;354.22;252;77.3
252;03252;Hameln-Pyrmont;3400;2288.8;6;88;0;426.31;113;76.1
241;03241;"Hannover, Region";38527;3329.6;221;888;0;1677.18;1572;135.9
353;03353;Harburg;5413;2127.5;38;95;0;433.58;236;92.8
358;03358;Heidekreis;2540;1805.6;0;96;0;135;85;60.4
154;03154;Helmstedt;1906;2087.7;12;83;0;281.89;97;106.2
254;03254;Hildesheim;7167;2598.5;45;253;2;593.13;258;93.5
255;03255;Holzminden;1243;1764.2;19;56;0;179.04;55;78.1
457;03457;Leer;3313;1940.2;38;47;0;305.14;267;156.4
354;03354;Lüchow-Dannenberg;586;1210.4;3;23;0;47.75;25;51.6
355;03355;Lüneburg;2487;1350.6;1;44;0;187.3;114;61.9
256;03256;"Nienburg (Weser)";2965;2442.5;25;138;0;211.66;91;75
155;03155;Northeim;1761;1331.2;6;38;0;138.8;49;37
458;03458;Oldenburg;4001;3056.8;23;104;0;375.74;202;154.3
403;03403;"Oldenburg (Oldb), Stadt";3167;1873.1;23;40;0;3072.07;156;92.3
459;03459;Osnabrück;12854;3589.7;77;273;0;605.8;420;117.3
404;03404;"Osnabrück, Stadt";5864;3548.5;30;89;0;4894.82;231;139.8
356;03356;Osterholz;2170;1904.7;1;54;0;332.48;66;57.9
157;03157;Peine;4196;3112.7;25;94;0;782.11;237;175.8
357;03357;"Rotenburg (Wümme)";2977;1817.7;0;77;0;143.49;108;65.9
102;03102;"Salzgitter, Stadt";3606;3457.6;36;57;0;1606.31;257;246.4
257;03257;Schaumburg;3604;2283.6;37;55;0;533.41;203;128.6
359;03359;Stade;3708;1813.1;40;107;0;292.57;156;76.3
360;03360;Uelzen;1734;1876.8;20;104;0;118.56;89;96.3
460;03460;Vechta;6666;4667.6;54;80;0;818.72;262;183.5
361;03361;Verden;3036;2213.9;17;48;0;384.63;119;86.8
461;03461;Wesermarsch;2630;2969;0;95;0;318.87;96;108.4
405;03405;"Wilhelmshaven, Stadt";1505;1977.9;17;43;1;1405.62;44;57.8
462;03462;Wittmund;974;1711;8;31;0;148.28;48;84.3
158;03158;Wolfenbüttel;2073;1733;10;87;0;286.21;123;102.8
103;03103;"Wolfsburg, Stadt";2562;2060;0;73;0;1252.14;165;132.7
